"Student_ID","Study_Hours_Per_Day","Extracurricular_Hours_Per_Day","Sleep_Hours_Per_Day","Social_Hours_Per_Day","Physical_Activity_Hours_Per_Day","GPA","Stress_Level","college"
1179,5.3,3.3,7.6,3.2,4.6,2.55,"Low","Arts & Sciences"
1180,6,1.3,8,1.3,7.4,2.95,"Moderate","Humanities"
1181,5.6,3.9,5.1,4.8,4.6,2.7,"High","Humanities"
1182,5.7,0.6,8.5,3.9,5.3,3.05,"Low","Humanities"
1183,8.9,3.7,8.5,0.5,2.4,3.46,"High","Humanities"
1184,6,0.3,8.5,2.4,6.8,2.81,"Moderate","Humanities"
1185,9.6,2.6,5.5,5.7,0.6,3.28,"High","Education"
1186,7,0.2,7.5,0.7,8.6,2.81,"Moderate","Medicine"
1187,7,1.4,8.9,4.8,1.9,2.97,"Moderate","Medicine"
1188,6.9,0.6,9,4.2,3.3,2.83,"Moderate","Arts & Sciences"
1189,6,1.5,5.5,3.8,7.2,2.8,"High","Communication"
1190,7.9,3.6,7.8,0.8,3.9,3.45,"Moderate","Communication"
1191,6.9,3.4,8.2,3.6,1.9,3.37,"Moderate","Communication"
1192,8.8,2.4,5.8,4.8,2.2,3.38,"High","Education"
1193,8.6,0.3,7.3,1,6.8,3.51,"High","Arts & Sciences"
1194,8.1,2.7,9.2,0.9,3.1,2.78,"High","Humanities"
1195,5.6,3.4,5.8,5.8,3.4,2.84,"High","Humanities"
1196,9.9,0.4,6.5,3.8,3.4,3.73,"High","Communication"
1197,6.8,3.7,5.3,3.3,4.9,3.37,"High","Arts & Sciences"
1198,6.3,1.5,9.2,1.2,5.8,3.15,"Moderate","Humanities"
1199,9.1,2.3,8.8,2.7,1.1,3.43,"High","Arts & Sciences"
1200,9.3,1.7,9.8,1.4,1.8,3.12,"High","Communication"
1201,5.7,1.6,9.8,1.9,5,2.72,"Low","Medicine"
1202,8.6,1.2,8.9,2.3,3,3.24,"High","Education"
1203,7.4,3.1,6.9,2.7,3.9,2.82,"Moderate","Education"
1204,7.6,3.2,6.8,3.1,3.3,2.87,"Moderate","Arts & Sciences"
1205,8.4,1.1,6.4,5.6,2.5,3.37,"High","Arts & Sciences"
1206,8.2,0.1,8.1,3.1,4.5,3.56,"High","Medicine"
1207,7.7,1.4,5.4,1.2,8.3,3.13,"High","Education"
1208,7.3,0.2,5.2,4.3,7,3.21,"High","Communication"
1209,7.7,2,6.2,4.5,3.6,3.07,"Moderate","Humanities"
1210,7.3,1.1,6.2,3.9,5.5,3,"Moderate","Humanities"
1211,8.3,3.3,7.1,0.4,4.9,3.56,"High","Medicine"
1212,5,2.1,5.2,3.4,8.3,2.9,"High","Humanities"
1213,9.6,3.9,7.7,1.3,1.5,3.47,"High","Education"
1214,5.3,1.9,6.2,2.8,7.8,2.87,"Low","Humanities"
1215,7.3,2.3,6.8,1,6.6,3.35,"Moderate","Education"
1216,8.3,1.4,9.7,4.2,0.4,3.25,"High","Humanities"
1217,6,0.2,8.7,5,4.1,3.04,"Moderate","Humanities"
1218,5.1,1,7.3,3.8,6.8,3.24,"Low","Arts & Sciences"
1219,7.8,3,6.4,3.4,3.4,3.14,"Moderate","Arts & Sciences"
1220,8.8,2.8,10,0.7,1.7,3.16,"High","Arts & Sciences"
1221,7.5,1.3,7.2,5.1,2.9,3.27,"Moderate","Medicine"
1222,6,3.5,5.3,5.3,3.9,2.97,"High","Humanities"
1223,6.6,1.3,7.6,5.6,2.9,2.96,"Moderate","Education"
1224,9.3,1.6,6,2.5,4.6,3.31,"High","Communication"
1225,6.9,3.7,8.8,2.3,2.3,3.03,"Moderate","Humanities"
1226,5.3,1,7.2,0.9,9.6,2.85,"Low","Medicine"
1227,9.7,3.1,6.3,2.9,2,3.5,"High","Education"
1228,9.4,2.1,8.9,2,1.6,3.43,"High","Arts & Sciences"
1229,7.8,0.5,5.6,3.2,6.9,3.36,"High","Medicine"
1230,9.8,1.9,5.3,3.3,3.7,3.93,"High","Arts & Sciences"
1231,9.2,4,7.2,1.2,2.4,3.1,"High","Humanities"
1232,5.2,1.4,6.3,4.1,7,3.12,"Low","Arts & Sciences"
1233,9.7,1.1,9.1,0.2,3.9,3.3,"High","Medicine"
1234,9.7,3.1,8.3,2.4,0.5,3.47,"High","Education"
1235,8.2,3.9,8.6,3.1,0.2,3.02,"High","Humanities"
1236,7.6,0.5,8,2.9,5,3.15,"Moderate","Arts & Sciences"
1237,8.1,0,6,2.9,7,3.19,"High","Medicine"
1238,7.1,2.9,8,1.8,4.2,3.17,"Moderate","Arts & Sciences"
1239,7.1,0.9,9.8,0.8,5.4,3.01,"Moderate","Education"
1240,6.1,3.1,6,0.5,8.3,2.9,"Moderate","Medicine"
1241,7.4,0,5.4,4.8,6.4,3.14,"High","Medicine"
1242,9.3,2.7,5.3,4.7,2,3.41,"High","Education"
1243,9.2,3.2,7.5,1,3.1,3.48,"High","Humanities"
1244,9.9,0.6,6.1,1.3,6.1,3.63,"High","Communication"
1245,9,0.7,5.3,6,3,3.56,"High","Medicine"
1246,7.8,3.6,9.6,0,3,3.09,"Moderate","Arts & Sciences"
1247,5.4,1,8.3,5.3,4,3.27,"Low","Education"
1248,5.9,3.2,9.8,1.4,3.7,2.71,"Low","Medicine"
1249,7.5,0.3,7.8,3,5.4,3.09,"Moderate","Arts & Sciences"
1250,6.7,2.1,7.9,0.1,7.2,2.78,"Moderate","Humanities"
1251,8.8,2.9,6.8,0.3,5.2,3.17,"High","Education"
1252,5.9,2.3,5.8,2.1,7.9,2.66,"High","Medicine"
1253,8.5,2.2,6.9,2.5,3.9,3.25,"High","Medicine"
1254,5.4,3.5,5.4,4.2,5.5,2.81,"High","Education"
1255,9.6,1.1,6.9,3.4,3,3.37,"High","Humanities"
1256,8.3,1.6,7.4,0.3,6.4,3.29,"High","Communication"
1257,6,3.2,7.3,1.8,5.7,3.11,"Moderate","Education"
1258,8.7,1.1,5.6,1.5,7.1,3.24,"High","Education"
1259,9.6,2.3,7.7,2.6,1.8,3.67,"High","Communication"
1260,7.6,0.5,5.6,3.2,7.1,3.04,"High","Humanities"
1261,9.7,1.2,9.3,2.9,0.9,3.51,"High","Humanities"
1262,6,1.5,7.5,4.4,4.6,2.8,"Moderate","Education"
1263,5.6,1.6,7.4,3.2,6.2,2.75,"Low","Arts & Sciences"
1264,9,2.8,7.8,3.1,1.3,3.43,"High","Humanities"
1265,7.1,0.6,8.3,3.1,4.9,2.79,"Moderate","Education"
1266,9.5,2.3,5.4,2.7,4.1,3.67,"High","Arts & Sciences"
1267,8.8,3.2,7.5,4,0.5,3.2,"High","Communication"
1268,9.5,3.6,8.4,2.1,0.4,3.11,"High","Humanities"
1269,5.4,3.5,6.6,1.1,7.4,2.72,"Low","Humanities"
1270,6.3,1.3,5.7,1.8,8.9,2.65,"High","Humanities"
1271,7.9,1.8,6.7,4.5,3.1,3.24,"Moderate","Humanities"
1272,6.7,3,5.8,0.8,7.7,3.09,"High","Arts & Sciences"
1273,6.7,3.2,6.2,0.4,7.5,2.74,"Moderate","Education"
1274,7.8,2.1,8.3,1.4,4.4,3.31,"Moderate","Arts & Sciences"
1275,9.3,1.2,8.5,0.1,4.9,3.1,"High","Humanities"
1276,7.7,0.3,9,1.3,5.7,2.9,"Moderate","Arts & Sciences"
1277,8.4,3.2,7.8,3.4,1.2,3.02,"High","Communication"
1278,9,1.2,7.9,4.4,1.5,3.62,"High","Education"
1279,6.9,1.2,7.3,4.9,3.7,3.05,"Moderate","Arts & Sciences"
1280,8.3,3.6,5.5,1.4,5.2,3.4,"High","Education"
1281,8.5,3.3,9.3,1.2,1.7,3.25,"High","Humanities"
1282,6.2,1.2,8.9,0.5,7.2,2.76,"Moderate","Medicine"
1283,9.1,1.7,8,0.5,4.7,3.23,"High","Education"
1284,9.8,3.2,7.3,0.8,2.9,3.42,"High","Arts & Sciences"
1285,9.7,1.4,5.8,3.4,3.7,3.67,"High","Humanities"
1286,7.4,4,8.4,0.3,3.9,3.15,"Moderate","Medicine"
1287,10,1.6,6.4,3.3,2.7,3.39,"High","Education"
1288,5,1.8,9.2,3.4,4.6,2.7,"Low","Education"
1289,10,1.1,6.4,1,5.5,3.4,"High","Humanities"
1290,9,3.6,9.9,0.3,1.2,3.19,"High","Communication"
1291,9.4,1.3,5.6,5.2,2.5,3.2,"High","Medicine"
1292,7.1,1.1,8.7,2.7,4.4,3.15,"Moderate","Humanities"
1293,9.9,0.2,6.8,2.9,4.2,3.09,"High","Arts & Sciences"
1294,8.6,3.5,9.7,1.8,0.4,3.3,"High","Medicine"
1295,9.3,2.2,9.1,1,2.4,3.07,"High","Education"
1296,7.3,1.1,9.8,1.8,4,2.91,"Moderate","Arts & Sciences"
1297,5.5,2.1,5.3,0.7,10.4,2.79,"High","Medicine"
1298,7.2,3.2,8.7,2.1,2.8,2.78,"Moderate","Humanities"
1299,6.7,1.3,8.9,0.3,6.8,2.79,"Moderate","Medicine"
1300,6.2,3.7,9.3,3.4,1.4,2.92,"Moderate","Medicine"
1301,7.4,2.1,9.9,4.4,0.2,3.23,"Moderate","Education"
1302,6,0.9,8.4,2.4,6.3,2.79,"Moderate","Arts & Sciences"
1303,9.7,0.4,7.6,5.5,0.8,3.73,"High","Education"
1304,5.8,3.9,9.6,0.8,3.9,2.57,"Low","Education"
1305,5.6,0.3,9.5,1.2,7.4,2.57,"Low","Arts & Sciences"
1306,8,0.3,6.1,5.6,4,2.76,"Moderate","Humanities"
1307,9.5,3.1,5.1,2,4.3,3.14,"High","Humanities"
1308,9.5,2.5,5.4,5.5,1.1,3.59,"High","Humanities"
1309,9.8,0.3,7.7,1.8,4.4,3.23,"High","Humanities"
1310,7.9,3.8,7.5,0.4,4.4,3.11,"Moderate","Arts & Sciences"
1311,8.1,1.4,9.3,2.3,2.9,3.11,"High","Communication"
1312,8.8,1.1,8.8,1.1,4.2,3.22,"High","Education"
1313,6.6,1.9,9.7,5.4,0.4,2.88,"Moderate","Medicine"
1314,5.7,2,7.3,5.4,3.6,2.62,"Low","Humanities"
1315,9.7,1.5,7.5,4.8,0.5,3.3,"High","Education"
1316,6.1,0.8,5.2,3.9,8,2.56,"High","Humanities"
1317,6.3,0.2,6.2,4.8,6.5,2.93,"Moderate","Medicine"
1318,7.1,3.9,6,1.3,5.7,3.3,"Moderate","Medicine"
1319,6.5,0.7,6.9,5.5,4.4,2.71,"Moderate","Medicine"
1320,9.7,0.2,6.1,3.4,4.6,3.81,"High","Humanities"
1321,8.1,0.2,7,3.9,4.8,3.41,"High","Medicine"
1322,6.6,0.4,7.1,0.8,9.1,3.27,"Moderate","Medicine"
1323,9.7,1.9,6.6,4.4,1.4,3.06,"High","Medicine"
1324,9.1,3.5,8.4,0.1,2.9,3.36,"High","Humanities"
1325,7.8,3.1,5.7,1.4,6,3.14,"High","Education"
1326,7.2,0,9.1,2.2,5.5,3.41,"Moderate","Communication"
1327,7.7,2.7,8.5,4.9,0.2,2.68,"Moderate","Education"
1328,9.8,2.6,6.5,0.6,4.5,3.62,"High","Humanities"
1329,9.2,1.4,8.3,2.4,2.7,3.47,"High","Medicine"
1330,5.3,1.7,7.7,2.6,6.7,2.54,"Low","Arts & Sciences"
1331,8.7,3.3,8.9,0.1,3,3.34,"High","Education"
1332,9.7,3.3,9.2,0.5,1.3,3.18,"High","Medicine"
1333,7.1,1.9,5.8,0.2,9,3.02,"High","Arts & Sciences"
1334,9.6,2.3,8.3,3.5,0.3,3.41,"High","Humanities"
1335,6.7,2.5,5.2,1.1,8.5,3.11,"High","Arts & Sciences"
1336,6.8,1.5,7.7,0,8,3.15,"Moderate","Arts & Sciences"
1337,6.2,0.8,6.3,4.8,5.9,2.76,"Moderate","Arts & Sciences"
1338,7.5,3.5,6.2,0.5,6.3,3,"Moderate","Medicine"
1339,6.8,3,7.8,4.9,1.5,2.99,"Moderate","Medicine"
1340,5.2,3.9,6.9,0.9,7.1,3.28,"Low","Education"
1341,8.3,1.1,7.9,3.5,3.2,3.49,"High","Education"
1342,6.3,1.8,7.7,4,4.2,2.91,"Moderate","Medicine"
1343,8.9,1.6,8.2,0.8,4.5,3.3,"High","Humanities"
1344,8.6,0.1,6,2.9,6.4,3.42,"High","Arts & Sciences"
1345,9.4,2.1,9.6,1.4,1.5,3.2,"High","Medicine"
1346,9,1,9.5,4.1,0.4,3.34,"High","Arts & Sciences"
1347,9.7,2.1,8.4,3,0.8,3.51,"High","Arts & Sciences"
1348,5.2,2,5.8,1.1,9.9,2.58,"High","Humanities"
1349,6.8,1.7,8.1,0.4,7,2.75,"Moderate","Education"
1350,7.9,2.5,7.8,4.3,1.5,3.19,"Moderate","Arts & Sciences"
1351,6.7,3.1,7.2,2.9,4.1,3.24,"Moderate","Communication"
1352,6.5,0.3,5.5,5.5,6.2,3.28,"High","Communication"
1353,8.4,0.5,6.8,3.6,4.7,3.34,"High","Education"
1354,5,0.8,9.8,3.7,4.7,2.69,"Low","Medicine"
1355,6.3,0.3,5.1,1.5,10.8,2.9,"High","Humanities"
1356,8.6,3.7,7,0.9,3.8,3.48,"High","Arts & Sciences"
1357,7.6,3.6,9,0.3,3.5,3.27,"Moderate","Education"
1358,9.5,0.5,7.7,5.3,1,3.78,"High","Arts & Sciences"
1359,7.1,1.9,5.4,1.7,7.9,3.14,"High","Arts & Sciences"
1360,6.4,1.8,8.4,1,6.4,2.93,"Moderate","Education"
1361,7.4,3,9.3,2.7,1.6,2.95,"Moderate","Communication"
1362,9.7,0.5,8.9,1.3,3.6,3.53,"High","Arts & Sciences"
1363,9.7,2.9,8.8,0.6,2,3.87,"High","Arts & Sciences"
1364,8.8,0.4,9.8,4.5,0.5,3.12,"High","Arts & Sciences"
1365,6.4,3.3,7.6,2.8,3.9,3.11,"Moderate","Humanities"
1366,8.6,1.6,8.1,4,1.7,2.94,"High","Humanities"
1367,8.6,0.2,9.3,2.7,3.2,3.11,"High","Education"
1368,7.4,3.5,6.9,4.5,1.7,2.95,"Moderate","Arts & Sciences"
1369,5.5,1.9,10,4.6,2,2.83,"Low","Humanities"
1370,6.2,1.6,8.9,4.6,2.7,2.63,"Moderate","Medicine"
1371,6.1,3.7,8,2.3,3.9,3.41,"Moderate","Arts & Sciences"
1372,7.8,1.9,7.5,1.1,5.7,3.18,"Moderate","Humanities"
1373,9.1,2.2,5.7,4.6,2.4,3.17,"High","Communication"
1374,7.6,0.5,9.7,1.1,5.1,3.07,"Moderate","Humanities"
1375,6.3,1.6,6.9,4.8,4.4,2.69,"Moderate","Education"
1376,6.3,2,5.7,3.7,6.3,2.91,"High","Arts & Sciences"
1377,7.8,2.9,9.7,3.3,0.3,3.09,"Moderate","Education"
1378,9.5,3.9,9.3,0.1,1.2,3.28,"High","Humanities"
1379,9.7,1.7,5,2.7,4.9,3.47,"High","Communication"
1380,6.7,1.9,8.1,5.2,2.1,2.88,"Moderate","Arts & Sciences"
1381,8.3,1.7,9.1,4.4,0.5,3.26,"High","Education"
1382,6.4,0.2,8.3,5.2,3.9,2.75,"Moderate","Medicine"
1383,5.8,3.2,9.3,5.2,0.5,2.96,"Low","Arts & Sciences"
1384,6.6,2.2,5.3,0.3,9.6,2.94,"High","Humanities"
1385,8.6,1.8,6.3,1.1,6.2,3.2,"High","Medicine"
1386,7.4,1.4,6.6,5.8,2.8,2.87,"Moderate","Arts & Sciences"
1387,8.2,0.1,7.2,5.3,3.2,3.12,"High","Medicine"
1388,8.8,2.4,7.9,0.3,4.6,3.26,"High","Medicine"
1389,5.7,2.5,6,3,6.8,2.5,"Low","Medicine"
1390,9.7,3.4,8.6,0.2,2.1,3.53,"High","Medicine"
1391,5.5,2,5.8,5.9,4.8,2.82,"High","Education"
1392,6.8,2.6,5.6,2.6,6.4,2.77,"High","Education"
1393,6.4,3.6,5.2,5.5,3.3,2.86,"High","Communication"
1394,8.9,0.1,9.8,2.7,2.5,3.51,"High","Humanities"
1395,6.5,1.5,5.3,5.9,4.8,3,"High","Humanities"
1396,7.2,3.8,6.2,3.2,3.6,3.02,"Moderate","Education"
1397,7.4,2.8,5.3,1.2,7.3,3.25,"High","Communication"
1398,5.9,2.3,6.1,5.2,4.5,2.72,"Low","Arts & Sciences"
1399,9.7,2.1,6.8,1.3,4.1,3.55,"High","Humanities"
1400,9.7,1.6,8.5,2.1,2.1,3.87,"High","Humanities"
1401,7.6,1.1,7.3,2.8,5.2,3.2,"Moderate","Arts & Sciences"
1402,6.6,0.2,7.5,3.3,6.4,3.02,"Moderate","Medicine"
1403,5.8,3,9.9,5,0.3,2.93,"Low","Arts & Sciences"
1404,8.5,1.8,7.7,5.1,0.9,3.23,"High","Humanities"
1405,7.4,1.5,7.5,3.5,4.1,3.33,"Moderate","Humanities"
1406,5.5,2.4,5.6,0.5,10,3.11,"High","Education"
1407,7.6,1.6,7.9,0.5,6.4,2.89,"Moderate","Medicine"
1408,9.9,2.2,8.4,1.1,2.4,3.43,"High","Arts & Sciences"
1409,5.5,3.9,6.4,2.5,5.7,2.8,"Low","Education"
1410,9.1,2.1,6.4,0.4,6,3.37,"High","Medicine"
1411,5.8,3.6,8.4,1.5,4.7,2.91,"Low","Arts & Sciences"
1412,7.9,1.6,6.8,1.3,6.4,3.1,"Moderate","Humanities"
1413,8.3,3.9,5.9,3.5,2.4,2.95,"High","Humanities"
1414,6.3,3.3,7.4,3.3,3.7,2.52,"Moderate","Arts & Sciences"
1415,6.5,0.7,5.4,4.3,7.1,3.1,"High","Education"
1416,7,1.7,7.3,2.2,5.8,2.85,"Moderate","Medicine"
1417,5.5,1.2,8.3,4,5,2.76,"Low","Medicine"
1418,6,0.8,5.1,5.4,6.7,2.54,"High","Education"
1419,6.1,0.9,6.4,0.8,9.8,2.79,"Moderate","Humanities"
1420,5.7,2.6,6.7,4.2,4.8,2.9,"Low","Education"
1421,7.8,1,8.3,0.7,6.2,2.69,"Moderate","Communication"
1422,6.3,2.4,9.4,5.9,0,3.22,"Moderate","Arts & Sciences"
1423,8,1.6,6.1,1.5,6.8,2.75,"Moderate","Education"
1424,9.6,1.5,6.9,2.3,3.7,3.37,"High","Humanities"
1425,9.2,2.6,8.1,1.4,2.7,3.39,"High","Humanities"
1426,7,2,8.3,0.1,6.6,3.27,"Moderate","Education"
1427,9.4,1.8,6.7,0.8,5.3,3.37,"High","Arts & Sciences"
1428,7,2.7,7.1,5.8,1.4,2.47,"Moderate","Education"
1429,8,3.2,5.5,2.4,4.9,3.36,"High","Communication"
1430,9.3,0.3,5.4,5.1,3.9,3.02,"High","Humanities"
1431,6.1,2.7,7.7,5,2.5,3.04,"Moderate","Medicine"
1432,7.1,1.3,8,5.6,2,3.08,"Moderate","Arts & Sciences"
1433,9.2,4,5.1,0.6,5.1,3.62,"High","Arts & Sciences"
1434,6.4,1,8.9,0.3,7.4,3.04,"Moderate","Communication"
1435,6.8,2,7.8,4.4,3,3.27,"Moderate","Humanities"
1436,7.9,2.2,8.2,1.5,4.2,2.87,"Moderate","Medicine"
1437,5.4,0.5,6.1,3,9,2.91,"Low","Communication"
1438,8.9,1.4,7,2.4,4.3,3.5,"High","Medicine"
1439,6,0.2,8,5.9,3.9,2.76,"Moderate","Communication"
1440,9.1,2.8,9.7,1,1.4,3.53,"High","Humanities"
1441,8.3,1.9,8.2,2.5,3.1,3.25,"High","Medicine"
1442,7.6,3.2,8.7,3,1.5,2.86,"Moderate","Education"
1443,5.6,2.9,7.5,5.4,2.6,2.98,"Low","Arts & Sciences"
1444,5.7,3,5,1,9.3,2.42,"High","Education"
1445,7.9,2.9,9.6,2.5,1.1,2.99,"Moderate","Arts & Sciences"
1446,5,0.5,7.7,4.1,6.7,3.07,"Low","Education"
1447,7.1,2.9,7.6,0.4,6,3.15,"Moderate","Medicine"
1448,8.6,3.6,5.6,5.9,0.3,3.21,"High","Humanities"
1449,6,0,10,1.7,6.3,2.7,"Moderate","Communication"
1450,7.9,3.6,6.6,4,1.9,3.29,"Moderate","Education"
1451,5.9,2.5,6.7,1.3,7.6,2.7,"Low","Humanities"
1452,9.5,1.6,6.2,2.7,4,3.32,"High","Humanities"
1453,6.6,3,9.9,2,2.5,3.03,"Moderate","Communication"
1454,5.8,2.8,7.6,3.9,3.9,3.09,"Low","Communication"
1455,9.4,1.8,9.5,2.5,0.8,3.91,"High","Arts & Sciences"
1456,6.6,3.9,8.3,0.2,5,2.93,"Moderate","Communication"
1457,6.6,2.5,5.3,0.1,9.5,2.6,"High","Medicine"
1458,7.2,1.1,5.8,4.1,5.8,2.96,"High","Education"
1459,7.6,0.8,6.6,3.6,5.4,3.3,"Moderate","Arts & Sciences"
1460,8.6,2.7,7.4,3.4,1.9,3.45,"High","Medicine"
1461,5.2,2.5,8.9,3,4.4,2.51,"Low","Education"
1462,8.2,2.8,9.4,1.2,2.4,3.06,"High","Communication"
1463,8.8,2.2,9.4,1.9,1.7,3.85,"High","Arts & Sciences"
1464,8.7,3.9,5.4,0.3,5.7,3.42,"High","Humanities"
1465,9.7,2.1,8.1,2,2.1,3.49,"High","Arts & Sciences"
1466,8.7,1.2,6.5,5,2.6,3.25,"High","Education"
1467,5.4,3.5,6.3,3.6,5.2,2.85,"Low","Humanities"
1468,7.1,2.8,6.7,1.7,5.7,3.16,"Moderate","Medicine"
1469,10,3,8.2,1,1.8,3.81,"High","Medicine"
1470,7.7,3.4,5.2,2.2,5.5,3.22,"High","Arts & Sciences"
1471,6.2,1.8,5.4,5.7,4.9,2.98,"High","Education"
1472,7.8,3.7,5,4.5,3,3.16,"High","Communication"
1473,9.5,0.6,5.5,2.5,5.9,3.44,"High","Arts & Sciences"
1474,7.6,0.6,5,4.9,5.9,3.29,"High","Arts & Sciences"
1475,5.4,2.5,9.6,1.3,5.2,2.69,"Low","Humanities"
1476,8,0.7,8.7,1.8,4.8,3.25,"Moderate","Communication"
1477,7.3,2.4,5.9,4.4,4,3.3,"High","Arts & Sciences"
1478,5.8,2.8,5.6,2.6,7.2,2.62,"High","Education"
1479,6.2,3,6.3,5.3,3.2,2.91,"Moderate","Humanities"
1480,8.1,0.4,7,4.3,4.2,3.24,"High","Communication"
1481,8.3,2.5,6.4,2.3,4.5,3.31,"High","Arts & Sciences"
1482,7.5,2.8,6.2,1.9,5.6,3.02,"Moderate","Medicine"
1483,6.7,0.1,6.7,4.8,5.7,3.01,"Moderate","Medicine"
1484,7.3,0.1,9.4,0.1,7.1,3.29,"Moderate","Arts & Sciences"
1485,9.7,2,6.7,5.2,0.4,3.47,"High","Communication"
1486,7.7,0.9,7.1,3.9,4.4,3.08,"Moderate","Education"
1487,8.6,0,9.7,0.9,4.8,3.14,"High","Communication"
1488,5.2,0.5,9.9,1.9,6.5,2.61,"Low","Arts & Sciences"
1489,5.6,0.4,8.6,5.1,4.3,2.81,"Low","Medicine"
1490,6.1,2.1,6.3,5.6,3.9,2.73,"Moderate","Communication"
1491,9.5,2.3,6.8,2.1,3.3,3.74,"High","Humanities"
1492,7.3,3.4,9.7,1.2,2.4,2.97,"Moderate","Humanities"
1493,7.8,0.4,6,2.5,7.3,3.24,"Moderate","Arts & Sciences"
1494,5.8,1.8,8,4.2,4.2,2.82,"Low","Communication"
1495,6.9,3.5,7.8,2.5,3.3,3.02,"Moderate","Humanities"
1496,9.1,2.5,9.2,1.6,1.6,3.22,"High","Education"
1497,5.6,0.1,6.5,4.2,7.6,2.71,"Low","Medicine"
1498,7.5,1.7,7.1,1.4,6.3,3.32,"Moderate","Arts & Sciences"
1499,5.7,0.8,5.3,1.2,11,2.74,"High","Communication"
1500,6.8,0,9.2,0.2,7.8,2.8,"Moderate","Humanities"
1501,9.7,3.6,7.7,1.6,1.4,3.22,"High","Education"
1502,8.2,0.2,5.3,2.7,7.6,3.55,"High","Medicine"
1503,7.7,3.6,5.5,4.9,2.3,3.06,"High","Education"
1504,6.6,1.6,5.8,3,7,2.73,"High","Humanities"
1505,9,1.8,7.5,4.8,0.9,3.33,"High","Arts & Sciences"
1506,6.3,3.5,7.9,1.3,5,3.32,"Moderate","Humanities"
1507,6.3,3.2,5.2,6,3.3,3,"High","Arts & Sciences"
1508,7,2,9.4,2.3,3.3,2.98,"Moderate","Humanities"
1509,7.7,0.2,5,1.5,9.6,3,"High","Arts & Sciences"
1510,5.6,1.6,8.2,4.3,4.3,2.91,"Low","Education"
1511,5.9,0.3,9.7,1.6,6.5,2.76,"Low","Arts & Sciences"
1512,9.1,3.1,8,1.3,2.5,3.46,"High","Communication"
1513,6.3,0.5,7.5,3.5,6.2,2.87,"Moderate","Education"
1514,6.8,2.6,9.5,0.8,4.3,2.58,"Moderate","Communication"
1515,6.9,0.6,8.1,4.4,4,3,"Moderate","Medicine"
1516,9.8,0.3,8,0.3,5.6,3.53,"High","Education"
1517,9.5,2.1,8.3,3.4,0.7,3.35,"High","Communication"
1518,5.6,1.9,8,0.2,8.3,2.99,"Low","Education"
1519,6.4,0.1,7.1,5.4,5,2.72,"Moderate","Education"
1520,9.6,3,8.7,1.9,0.8,3.45,"High","Humanities"
1521,6,0.8,8.4,1.3,7.5,3.19,"Moderate","Arts & Sciences"
1522,8.9,1.8,9,3.6,0.7,3.27,"High","Arts & Sciences"
1523,8.3,0.9,6.4,1.9,6.5,3.18,"High","Humanities"
1524,6,1.8,9.5,0.6,6.1,2.78,"Moderate","Medicine"
1525,8.6,2.7,5.5,5.5,1.7,2.9,"High","Medicine"
1526,8.8,1,8.5,0.2,5.5,3.52,"High","Humanities"
1527,9.2,1.8,8.2,1.1,3.7,3.6,"High","Medicine"
1528,7.4,2.5,7.3,5.4,1.4,3.25,"Moderate","Education"
1529,7.5,3.4,9,1.7,2.4,3.03,"Moderate","Communication"
1530,9.1,0.9,7.6,4.8,1.6,3.08,"High","Medicine"
1531,6.8,2.6,6.2,0.7,7.7,3,"Moderate","Arts & Sciences"
1532,6.4,3.4,6.7,5.8,1.7,2.98,"Moderate","Communication"
1533,9.9,1.1,5.2,4.2,3.6,3.3,"High","Arts & Sciences"
1534,8.5,0.1,9.4,0.8,5.2,3.25,"High","Arts & Sciences"
1535,5.6,0.7,9.8,4.2,3.7,2.75,"Low","Medicine"
1536,6.7,0.9,7.4,3.3,5.7,3.26,"Moderate","Communication"
1537,8.2,1,9.7,0.9,4.2,2.81,"High","Communication"
1538,7.2,2.3,7.2,2.5,4.8,3.03,"Moderate","Medicine"
1539,8.7,2.7,9.2,0.8,2.6,3.58,"High","Education"
1540,6.8,1.9,6.6,0.9,7.8,3.38,"Moderate","Humanities"
1541,6.1,0.4,8.4,4,5.1,2.88,"Moderate","Education"
1542,7.9,3.9,7.7,4.1,0.4,3.4,"Moderate","Medicine"
1543,5.4,0.8,7.2,3.5,7.1,2.71,"Low","Arts & Sciences"
1544,9,2.4,6,3,3.6,3.32,"High","Education"
1545,8.7,3.1,7.5,1.4,3.3,2.99,"High","Medicine"
1546,8.7,1,5.9,3.2,5.2,3.17,"High","Education"
1547,6.4,2.5,5.6,3.9,5.6,2.89,"High","Humanities"
1548,8.9,2.4,9.9,1,1.8,3.44,"High","Humanities"
1549,8.4,0.3,7,5.8,2.5,2.9,"High","Arts & Sciences"
1550,5.6,2.8,8.2,2.2,5.2,2.91,"Low","Humanities"
1551,9.8,0.1,6.5,5.5,2.1,3.24,"High","Medicine"
1552,7.7,3.3,5.5,5.7,1.8,2.99,"High","Education"
1553,9,0.7,8.6,2.2,3.5,3.62,"High","Education"
1554,9.8,0.5,7.1,2.9,3.7,3.38,"High","Communication"
1555,6.9,1.5,5.3,4.1,6.2,2.77,"High","Arts & Sciences"
1556,9.1,3.2,7.4,1.3,3,3.31,"High","Humanities"
1557,8.2,1.2,6.2,4.4,4,3.08,"High","Medicine"
1558,6.2,3.7,7.6,2.2,4.3,2.84,"Moderate","Education"
1559,9.4,1.6,6.7,1.2,5.1,3.11,"High","Humanities"
