"Student_ID","Study_Hours_Per_Day","Extracurricular_Hours_Per_Day","Sleep_Hours_Per_Day","Social_Hours_Per_Day","Physical_Activity_Hours_Per_Day","GPA","Stress_Level","college","GPA_Level","Stress_Level2","books_read"
894,6.8,3.5,8.6,0.6,4.5,3.23,"Moderate","Medicine","MediumGPA","LowModerate",5
895,7,3.5,5.2,5.8,2.5,3.26,"High","Humanities","MediumGPA","High",7
896,6.4,1,9.7,1.8,5.1,3.25,"Moderate","Communication","MediumGPA","LowModerate",6
897,8.9,1.6,5.7,0.1,7.7,3.42,"High","Education","HighGPA","High",1
898,6.8,1.4,6.7,3.1,6,3.03,"Moderate","Arts & Sciences","MediumGPA","LowModerate",4
899,7.2,3.5,7.5,2.9,2.9,3.04,"Moderate","Arts & Sciences","MediumGPA","LowModerate",2
900,8.3,2.4,7.1,2.5,3.7,3.22,"High","Arts & Sciences","MediumGPA","High",7
901,8.9,0.8,9.1,3.4,1.8,3.1,"High","Medicine","MediumGPA","High",8
902,6.3,3,7.6,1.9,5.2,2.48,"Moderate","Communication","LowGPA","LowModerate",5
903,8,4,7.2,4.4,0.4,3.11,"Moderate","Education","MediumGPA","LowModerate",7
904,6,1.7,6.1,0,10.2,2.87,"Moderate","Medicine","LowGPA","LowModerate",5
905,9.6,3.4,8.7,0.4,1.9,3.5,"High","Humanities","HighGPA","High",6
906,7.2,0.5,7.6,2.1,6.6,3.11,"Moderate","Humanities","MediumGPA","LowModerate",5
907,6.9,2.5,8.6,0.7,5.3,3.29,"Moderate","Medicine","MediumGPA","LowModerate",7
908,6.7,1.8,8.4,3.1,4,2.92,"Moderate","Humanities","MediumGPA","LowModerate",8
909,9.3,3.5,5,4.7,1.5,3.45,"High","Education","HighGPA","High",7
910,7.4,3.9,8.8,1,2.9,3.11,"Moderate","Medicine","MediumGPA","LowModerate",2
911,7.7,4,9.3,0.3,2.7,2.96,"Moderate","Medicine","MediumGPA","LowModerate",0
912,5,1.6,6.2,4.9,6.3,3.01,"Low","Arts & Sciences","MediumGPA","LowModerate",2
913,6.7,3.3,5,1.8,7.2,2.85,"High","Humanities","LowGPA","High",7
914,5.3,0.7,7.8,1.7,8.5,2.64,"Low","Humanities","LowGPA","LowModerate",5
915,7.1,1.5,9.4,5.4,0.6,2.65,"Moderate","Education","LowGPA","LowModerate",4
916,5.5,3.8,5.3,1.8,7.6,2.81,"High","Medicine","LowGPA","High",9
917,6.5,1.3,5.8,4.7,5.7,3.04,"High","Communication","MediumGPA","High",5
918,5.6,0.3,9.5,1.1,7.5,2.66,"Low","Medicine","LowGPA","LowModerate",5
919,9.1,2.2,5.4,5.7,1.6,3.48,"High","Humanities","HighGPA","High",4
920,5.8,3.4,5.1,3.1,6.6,2.79,"High","Medicine","LowGPA","High",4
921,8.8,3.7,9.5,1.6,0.4,3.29,"High","Education","MediumGPA","High",7
922,6.4,1.2,6.9,2.4,7.1,3,"Moderate","Humanities","MediumGPA","LowModerate",2
923,7.7,0.6,8.5,1,6.2,3.16,"Moderate","Medicine","MediumGPA","LowModerate",4
924,9,3,8.2,0.6,3.2,2.96,"High","Education","MediumGPA","High",7
925,7.7,0.3,6.9,2.5,6.6,3.08,"Moderate","Humanities","MediumGPA","LowModerate",6
926,5.9,1.6,9.7,0.8,6,2.86,"Low","Education","LowGPA","LowModerate",6
927,8.8,0.4,9.9,1.9,3,3.19,"High","Humanities","MediumGPA","High",4
928,8.1,0.8,5.7,5.6,3.8,3.45,"High","Arts & Sciences","HighGPA","High",5
929,9.6,3.5,8.1,2.3,0.5,3.4,"High","Humanities","HighGPA","High",3
930,6.6,2.5,6.8,0.9,7.2,2.88,"Moderate","Education","LowGPA","LowModerate",7
931,8,3.3,6.9,0.8,5,3.08,"Moderate","Communication","MediumGPA","LowModerate",8
932,6.5,2.6,8,4.2,2.7,2.83,"Moderate","Arts & Sciences","LowGPA","LowModerate",3
933,6.8,3.3,6,2.8,5.1,2.92,"Moderate","Humanities","MediumGPA","LowModerate",7
934,5.5,3.5,6.7,4.1,4.2,2.92,"Low","Humanities","MediumGPA","LowModerate",5
935,5.1,2.8,6.6,0.3,9.2,2.49,"Low","Education","LowGPA","LowModerate",9
936,6.9,0.3,5.7,1.8,9.3,3.15,"High","Education","MediumGPA","High",3
937,5.4,3.6,5,2.9,7.1,2.74,"High","Medicine","LowGPA","High",5
938,9.6,0.6,9.8,0.8,3.2,3.29,"High","Humanities","MediumGPA","High",8
939,8.7,2.2,9.4,2,1.7,3.03,"High","Medicine","MediumGPA","High",8
940,5.8,3.7,6.6,2.2,5.7,2.9,"Low","Education","MediumGPA","LowModerate",1
941,8.8,1.4,9.8,3,1,3.51,"High","Humanities","HighGPA","High",10
942,5.2,1,7.3,1.4,9.1,2.83,"Low","Arts & Sciences","LowGPA","LowModerate",5
943,8.7,3.7,7.1,1.5,3,3.29,"High","Humanities","MediumGPA","High",4
944,7.4,1.4,9.5,3.2,2.5,3.22,"Moderate","Arts & Sciences","MediumGPA","LowModerate",4
945,8.8,3.2,6.7,2.3,3,3.24,"High","Communication","MediumGPA","High",2
946,9,3.8,8.1,2.3,0.8,3.55,"High","Medicine","HighGPA","High",3
947,9,3.4,7,0.2,4.4,3.68,"High","Humanities","HighGPA","High",4
948,7.3,3,6.8,3.8,3.1,2.91,"Moderate","Medicine","MediumGPA","LowModerate",4
949,5.9,3,7.7,1.2,6.2,3.09,"Low","Humanities","MediumGPA","LowModerate",4
950,7.4,0.9,9.8,4.2,1.7,2.94,"Moderate","Arts & Sciences","MediumGPA","LowModerate",4
951,9.8,1.7,7.4,4.6,0.5,3.84,"High","Communication","HighGPA","High",5
952,6.3,1.8,5.6,1.2,9.1,2.99,"High","Humanities","MediumGPA","High",3
953,5,0.2,9.9,1.5,7.4,2.94,"Low","Humanities","MediumGPA","LowModerate",9
954,7.8,0.6,8.6,3.6,3.4,3.26,"Moderate","Medicine","MediumGPA","LowModerate",2
955,8.7,3.1,9.9,1.3,1,3.55,"High","Education","HighGPA","High",4
956,5.3,3.6,5.6,2,7.5,2.53,"High","Communication","LowGPA","High",9
957,9.1,2.4,7,2.6,2.9,3.28,"High","Humanities","MediumGPA","High",6
958,9.3,0.4,8.9,4.6,0.8,3.58,"High","Medicine","HighGPA","High",2
959,5.9,1.7,5.8,4.2,6.4,3.32,"High","Education","MediumGPA","High",4
960,6,0.8,5.2,1.9,10.1,3.01,"High","Medicine","MediumGPA","High",4
961,7.8,3.4,8.3,2,2.5,3.18,"Moderate","Arts & Sciences","MediumGPA","LowModerate",5
962,6.3,0.2,8.6,0.7,8.2,3.1,"Moderate","Humanities","MediumGPA","LowModerate",5
963,6.5,2.1,7.8,3.6,4,2.9,"Moderate","Arts & Sciences","MediumGPA","LowModerate",6
964,8.1,3.9,8.6,3.1,0.3,2.99,"High","Communication","MediumGPA","High",3
965,8.8,2.4,6,4,2.8,3.59,"High","Medicine","HighGPA","High",8
966,7.4,2.1,6.7,3.1,4.7,3.44,"Moderate","Medicine","HighGPA","LowModerate",5
967,6,3.2,5.9,0.5,8.4,3.28,"High","Medicine","MediumGPA","High",5
968,7.2,1.1,7.8,2.1,5.8,2.93,"Moderate","Arts & Sciences","MediumGPA","LowModerate",2
969,9.7,3.7,7.5,1,2.1,3.04,"High","Education","MediumGPA","High",6
970,9.6,0,7.8,4.4,2.2,3.38,"High","Medicine","HighGPA","High",5
971,7.4,0.3,9.9,3.1,3.3,2.84,"Moderate","Medicine","LowGPA","LowModerate",7
972,7.4,1.7,5.4,0.6,8.9,3.23,"High","Medicine","MediumGPA","High",2
973,9.2,1,6,3,4.8,3.18,"High","Communication","MediumGPA","High",7
974,5.2,0.2,9.2,0.7,8.7,2.82,"Low","Communication","LowGPA","LowModerate",4
975,5.2,1.8,9.2,1.6,6.2,2.68,"Low","Arts & Sciences","LowGPA","LowModerate",4
976,7.2,2.3,7.9,2,4.6,3.06,"Moderate","Humanities","MediumGPA","LowModerate",6
977,6.6,0.4,6.8,0.6,9.6,3.31,"Moderate","Medicine","MediumGPA","LowModerate",9
978,6.4,2.5,7.3,2.9,4.9,3.12,"Moderate","Education","MediumGPA","LowModerate",1
979,8.8,1.1,6.6,5.5,2,3.32,"High","Education","MediumGPA","High",4
980,9.6,2.4,7.7,1.1,3.2,3.3,"High","Humanities","MediumGPA","High",4
981,6.7,3.4,7.8,3.1,3,2.98,"Moderate","Medicine","MediumGPA","LowModerate",5
982,8,0.3,8.4,5.6,1.7,3.28,"Moderate","Arts & Sciences","MediumGPA","LowModerate",6
983,7.9,0.5,7.9,4.6,3.1,3.38,"Moderate","Humanities","HighGPA","LowModerate",8
984,8.2,3.6,8.1,0.5,3.6,3.18,"High","Communication","MediumGPA","High",6
985,6.5,0.8,9.5,4.6,2.6,2.74,"Moderate","Arts & Sciences","LowGPA","LowModerate",8
986,5.9,3,7.4,1.4,6.3,3.1,"Low","Medicine","MediumGPA","LowModerate",6
987,8.1,0.2,6.6,2.8,6.3,3.14,"High","Humanities","MediumGPA","High",3
988,6,3.1,7.1,3.4,4.4,2.84,"Moderate","Education","LowGPA","LowModerate",3
989,5.1,0.1,7.2,4.9,6.7,2.94,"Low","Communication","MediumGPA","LowModerate",3
990,6.9,3.3,5.7,5.6,2.5,3.05,"High","Medicine","MediumGPA","High",4
991,8.8,3.8,8.4,1.1,1.9,3.3,"High","Humanities","MediumGPA","High",2
992,6.7,2.8,8.8,5.3,0.4,3.05,"Moderate","Education","MediumGPA","LowModerate",3
993,6,3.2,8.7,0.4,5.7,2.6,"Moderate","Arts & Sciences","LowGPA","LowModerate",5
994,6.5,3.9,8.2,3.9,1.5,2.82,"Moderate","Education","LowGPA","LowModerate",4
995,9.9,1.5,9,1.6,2,3.44,"High","Humanities","HighGPA","High",5
996,9.7,0.9,6.6,4.5,2.3,3.5,"High","Education","HighGPA","High",7
997,7,2.4,7.2,4.5,2.9,3,"Moderate","Medicine","MediumGPA","LowModerate",6
998,5.8,1.4,7,0.3,9.5,2.49,"Low","Medicine","LowGPA","LowModerate",4
999,7.9,3.5,5.8,3.6,3.2,3.01,"High","Arts & Sciences","MediumGPA","High",6
1000,8.5,1.6,7.5,0,6.4,3.63,"High","Education","HighGPA","High",2
1001,8.5,2.6,5.2,2.2,5.5,3.26,"High","Communication","MediumGPA","High",4
1002,7.5,3.6,8.6,2.5,1.8,3.19,"Moderate","Humanities","MediumGPA","LowModerate",5
1003,9,3.5,7.3,2,2.2,3.43,"High","Education","HighGPA","High",3
1004,8.5,0.3,9.3,2.8,3.1,3.26,"High","Communication","MediumGPA","High",7
1005,5.3,2.2,7.1,5.3,4.1,2.9,"Low","Humanities","MediumGPA","LowModerate",7
1006,7.8,0.2,9.9,3.1,3,3.07,"Moderate","Medicine","MediumGPA","LowModerate",5
1007,6.5,1.9,9.3,1.8,4.5,2.92,"Moderate","Arts & Sciences","MediumGPA","LowModerate",7
1008,6.5,3.1,7.4,1.4,5.6,2.93,"Moderate","Medicine","MediumGPA","LowModerate",4
1009,5.8,1.3,9.7,2.1,5.1,2.87,"Low","Education","LowGPA","LowModerate",2
1010,5.9,3.6,7.3,4.3,2.9,2.95,"Low","Humanities","MediumGPA","LowModerate",5
1011,9.9,0.2,5.5,4.3,4.1,3.32,"High","Medicine","MediumGPA","High",5
1012,5.2,0.1,8.9,0.8,9,2.66,"Low","Medicine","LowGPA","LowModerate",4
1013,7.3,2.4,7.1,0.2,7,3.17,"Moderate","Communication","MediumGPA","LowModerate",3
1014,7.2,2.1,7.4,2.3,5,3.13,"Moderate","Medicine","MediumGPA","LowModerate",5
1015,9.4,3.6,6.7,2.6,1.7,2.81,"High","Medicine","LowGPA","High",1
1016,6.4,3.8,5.7,3.5,4.6,3.07,"High","Education","MediumGPA","High",7
1017,6.4,1.1,7,6,3.5,2.98,"Moderate","Arts & Sciences","MediumGPA","LowModerate",5
1018,5.4,0.6,7.2,3.1,7.7,2.68,"Low","Education","LowGPA","LowModerate",6
1019,6.3,1.3,5.4,1.8,9.2,3.1,"High","Communication","MediumGPA","High",5
1020,9.5,0,9.1,5.1,0.3,3.05,"High","Humanities","MediumGPA","High",4
1021,5.5,0.6,9.8,3.2,4.9,3.2,"Low","Arts & Sciences","MediumGPA","LowModerate",5
1022,8.7,4,6.4,2.6,2.3,3.21,"High","Education","MediumGPA","High",7
1023,7.7,1.6,5.8,5.9,3,3.15,"High","Humanities","MediumGPA","High",5
1024,8,0.9,7.7,4.2,3.2,3.44,"Moderate","Education","HighGPA","LowModerate",4
1025,7.6,4,8.1,1.6,2.7,3.02,"Moderate","Communication","MediumGPA","LowModerate",7
1026,6.9,1.4,7.2,4.7,3.8,3.14,"Moderate","Communication","MediumGPA","LowModerate",4
1027,7.4,3.2,7.9,1.9,3.6,2.99,"Moderate","Communication","MediumGPA","LowModerate",5
1028,6.1,2,6.3,0.1,9.5,3.05,"Moderate","Medicine","MediumGPA","LowModerate",5
1029,8.2,2,7.2,5.8,0.8,3.45,"High","Education","HighGPA","High",4
1030,5.7,2.3,9.3,3.5,3.2,2.9,"Low","Medicine","MediumGPA","LowModerate",5
1031,8.6,1.5,5.5,2.7,5.7,3.49,"High","Medicine","HighGPA","High",3
1032,6.2,3.9,9.8,1,3.1,2.87,"Moderate","Humanities","LowGPA","LowModerate",5
1033,6.7,3.6,9.8,1.7,2.2,3.06,"Moderate","Humanities","MediumGPA","LowModerate",5
1034,8.4,1.1,8.7,0.3,5.5,2.86,"High","Arts & Sciences","LowGPA","High",3
1035,5.2,1.5,6.8,1.9,8.6,2.38,"Low","Education","LowGPA","LowModerate",6
1036,6,1.2,9.9,2.5,4.4,2.88,"Moderate","Education","LowGPA","LowModerate",5
1037,7.2,2.3,9.9,1.1,3.5,3.31,"Moderate","Medicine","MediumGPA","LowModerate",3
1038,8,0.4,8.4,0.4,6.8,3.39,"Moderate","Medicine","HighGPA","LowModerate",5
1039,8,3,6.1,5,1.9,2.9,"Moderate","Communication","MediumGPA","LowModerate",4
1040,5.7,3.8,5.4,1.2,7.9,2.81,"High","Humanities","LowGPA","High",5
1041,6.7,2.5,7.7,0.8,6.3,2.81,"Moderate","Medicine","LowGPA","LowModerate",7
1042,6.1,1.6,8.5,1.3,6.5,2.76,"Moderate","Education","LowGPA","LowModerate",6
1043,6.8,1.6,9.9,5.4,0.3,2.89,"Moderate","Humanities","LowGPA","LowModerate",5
1044,5.3,1.3,6.3,3,8.1,2.94,"Low","Education","MediumGPA","LowModerate",5
1045,8.9,3.4,9.2,0.9,1.6,3.11,"High","Medicine","MediumGPA","High",3
1046,5.3,2.8,5,2.5,8.4,3.02,"High","Medicine","MediumGPA","High",2
1047,6.6,2.8,8.8,1.8,4,2.87,"Moderate","Medicine","LowGPA","LowModerate",4
1048,7.2,2.9,8.5,5.3,0.1,3.26,"Moderate","Humanities","MediumGPA","LowModerate",1
1049,6.1,2.6,8,5.5,1.8,3.01,"Moderate","Humanities","MediumGPA","LowModerate",8
1050,7.8,1.1,7.4,2,5.7,3.04,"Moderate","Arts & Sciences","MediumGPA","LowModerate",11
1051,7.9,3.6,7.8,3,1.7,3.05,"Moderate","Humanities","MediumGPA","LowModerate",6
1052,6.2,2,6.6,1.1,8.1,2.94,"Moderate","Communication","MediumGPA","LowModerate",7
1053,7.5,1.3,6.3,2.8,6.1,3.21,"Moderate","Education","MediumGPA","LowModerate",8
1054,5.5,3.1,9,4.6,1.8,2.97,"Low","Arts & Sciences","MediumGPA","LowModerate",5
1055,5.6,2.6,9.2,3.5,3.1,2.72,"Low","Communication","LowGPA","LowModerate",5
1056,7.6,0.1,8.2,0.5,7.6,3.56,"Moderate","Communication","HighGPA","LowModerate",4
1057,7.2,1.2,7.7,0.8,7.1,3.28,"Moderate","Arts & Sciences","MediumGPA","LowModerate",6
1058,5.8,0.4,5.7,5.3,6.8,3,"High","Humanities","MediumGPA","High",3
1059,7.6,1.9,5.5,3.9,5.1,3.17,"High","Arts & Sciences","MediumGPA","High",4
1060,8.1,0.3,5.6,0.3,9.7,3.25,"High","Humanities","MediumGPA","High",6
1061,6.3,0.5,6.3,2.3,8.6,2.97,"Moderate","Humanities","MediumGPA","LowModerate",6
1062,9.2,2.8,5.6,4.4,2,3.5,"High","Communication","HighGPA","High",3
1063,6.4,2.6,6.7,6,2.3,2.78,"Moderate","Humanities","LowGPA","LowModerate",4
1064,9.7,0.1,8.5,4.1,1.6,3.26,"High","Medicine","MediumGPA","High",4
1065,9.2,3.9,9.9,0.1,0.9,3.48,"High","Education","HighGPA","High",2
1066,8.2,0.5,8.3,5.9,1.1,3.44,"High","Arts & Sciences","HighGPA","High",6
1067,9.6,1.8,5.2,2.2,5.2,3.55,"High","Medicine","HighGPA","High",5
1068,7.3,0.2,7.1,2.8,6.6,3.27,"Moderate","Communication","MediumGPA","LowModerate",3
1069,9.6,2.6,6.6,2.7,2.5,3.37,"High","Education","HighGPA","High",10
1070,6.8,2.7,8.3,4.3,1.9,2.58,"Moderate","Arts & Sciences","LowGPA","LowModerate",5
1071,6.3,1.3,5.6,3.9,6.9,2.97,"High","Humanities","MediumGPA","High",7
1072,9.3,3.6,7.2,1.8,2.1,3.3,"High","Arts & Sciences","MediumGPA","High",7
1073,5.4,2.7,9.1,1.5,5.3,3.04,"Low","Communication","MediumGPA","LowModerate",8
1074,9.4,1,7.8,1.1,4.7,3.36,"High","Education","HighGPA","High",7
1075,5.5,3.6,9.1,4.4,1.4,2.44,"Low","Medicine","LowGPA","LowModerate",6
1076,7.7,0.4,8.8,3.5,3.6,3,"Moderate","Education","MediumGPA","LowModerate",6
1077,5.9,0.8,5.9,0.3,11.1,3.11,"High","Education","MediumGPA","High",4
1078,5.1,0.2,7.9,4.9,5.9,2.82,"Low","Education","LowGPA","LowModerate",1
1079,6.6,1.4,8,1.6,6.4,3.23,"Moderate","Humanities","MediumGPA","LowModerate",4
1080,8.7,2.7,6,2.1,4.5,3.67,"High","Education","HighGPA","High",4
1081,5.6,0.5,8.4,5.2,4.3,2.86,"Low","Humanities","LowGPA","LowModerate",4
1082,5.9,0.4,9.1,3.5,5.1,2.96,"Low","Humanities","MediumGPA","LowModerate",3
1083,8.1,3.1,8.5,3.6,0.7,3.12,"High","Arts & Sciences","MediumGPA","High",4
1084,8.2,1.3,9.8,0.2,4.5,3.38,"High","Humanities","HighGPA","High",4
1085,7.9,0.7,8.6,1.1,5.7,3.18,"Moderate","Arts & Sciences","MediumGPA","LowModerate",6
1086,9.6,0.8,5.7,4.6,3.3,3.12,"High","Communication","MediumGPA","High",4
1087,7.5,3.6,5.7,3.9,3.3,3.01,"High","Humanities","MediumGPA","High",2
1088,8.4,2.4,8.8,1.4,3,3.17,"High","Communication","MediumGPA","High",1
1089,7.2,1.6,9.9,1.5,3.8,2.89,"Moderate","Communication","LowGPA","LowModerate",7
1090,7.8,1,9.6,1.5,4.1,2.9,"Moderate","Humanities","MediumGPA","LowModerate",5
1091,9.5,0.4,8.3,5.3,0.5,3.56,"High","Education","HighGPA","High",7
1092,8.4,1.2,5.9,1.8,6.7,3.25,"High","Arts & Sciences","MediumGPA","High",2
1093,5.5,0.6,5.5,2.5,9.9,2.74,"High","Arts & Sciences","LowGPA","High",2
1094,5.7,2.6,6,0.6,9.1,2.92,"Low","Education","MediumGPA","LowModerate",3
1095,5.8,3.7,9.1,1.9,3.5,2.97,"Low","Education","MediumGPA","LowModerate",6
1096,8.4,2.7,8.1,1.3,3.5,3.68,"High","Communication","HighGPA","High",6
1097,5.2,1.8,9.5,3.4,4.1,2.88,"Low","Medicine","LowGPA","LowModerate",11
1098,8.4,3.9,9.9,1.2,0.6,3.08,"High","Medicine","MediumGPA","High",6
1099,6.2,3.2,5.5,4.7,4.4,2.89,"High","Education","LowGPA","High",4
1100,8.2,1.7,7.2,1.9,5,3.38,"High","Arts & Sciences","HighGPA","High",3
1101,8.8,3.7,9.7,0.3,1.5,3.39,"High","Medicine","HighGPA","High",7
1102,6.3,0.3,6.3,5.5,5.6,3.06,"Moderate","Humanities","MediumGPA","LowModerate",6
1103,8.2,2.9,6.3,4.3,2.3,3.21,"High","Communication","MediumGPA","High",3
1104,8.1,0.6,9.1,1.4,4.8,3.15,"High","Medicine","MediumGPA","High",6
1105,8.3,1.6,8,0.6,5.5,3.4,"High","Education","HighGPA","High",8
1106,10,0.8,6.3,4,2.9,3.39,"High","Humanities","HighGPA","High",5
1107,9.8,3.7,7.5,2.4,0.6,3.35,"High","Communication","HighGPA","High",5
1108,6.4,3.3,6.9,0.5,6.9,2.9,"Moderate","Arts & Sciences","MediumGPA","LowModerate",9
1109,6.7,3.9,8.1,2.2,3.1,2.89,"Moderate","Humanities","LowGPA","LowModerate",9
1110,5.4,0.2,5.6,3.5,9.3,2.98,"High","Arts & Sciences","MediumGPA","High",6
1111,9.6,2,9.2,1.4,1.8,3.64,"High","Humanities","HighGPA","High",2
1112,5.9,1.4,8.2,0.4,8.1,3.07,"Low","Medicine","MediumGPA","LowModerate",7
1113,6.8,2.1,10,2.4,2.7,2.96,"Moderate","Humanities","MediumGPA","LowModerate",5
1114,9,2.4,9.4,1.3,1.9,3.61,"High","Education","HighGPA","High",4
1115,8,2.5,7.1,0.9,5.5,3.13,"Moderate","Humanities","MediumGPA","LowModerate",4
1116,6.1,2.9,6.6,3,5.4,3.01,"Moderate","Communication","MediumGPA","LowModerate",3
1117,5.8,3.8,9.3,4.4,0.7,3.16,"Low","Education","MediumGPA","LowModerate",4
1118,5.7,0,5.1,3.5,9.7,2.75,"High","Humanities","LowGPA","High",9
1119,7.3,2.1,5,2.5,7.1,3,"High","Humanities","MediumGPA","High",3
1120,8.7,0.9,9.1,3.1,2.2,3.65,"High","Medicine","HighGPA","High",5
1121,6.1,0.9,8.1,5,3.9,2.61,"Moderate","Education","LowGPA","LowModerate",3
1122,9.3,2.7,7.2,2.3,2.5,3.29,"High","Humanities","MediumGPA","High",3
1123,6,2.5,6.8,6,2.7,2.5,"Moderate","Communication","LowGPA","LowModerate",6
1124,7.8,3.7,9,1.6,1.9,2.6,"Moderate","Education","LowGPA","LowModerate",4
1125,8.6,2.3,7.5,1.1,4.5,2.97,"High","Arts & Sciences","MediumGPA","High",3
1126,9.6,1.3,9.8,1.8,1.5,3.39,"High","Medicine","HighGPA","High",2
1127,8.2,2.2,5.6,2.3,5.7,3.28,"High","Humanities","MediumGPA","High",8
1128,7.2,3.1,6.1,1,6.6,2.92,"Moderate","Communication","MediumGPA","LowModerate",5
1129,7,3.7,8.6,2,2.7,2.88,"Moderate","Medicine","LowGPA","LowModerate",2
1130,9.9,2.7,6.4,2.9,2.1,3.49,"High","Medicine","HighGPA","High",5
1131,5.5,3.9,5.9,3.9,4.8,2.99,"High","Medicine","MediumGPA","High",5
1132,8.9,2.7,8.1,3.8,0.5,3.14,"High","Humanities","MediumGPA","High",7
1133,5.4,1.3,6.2,5.9,5.2,3.1,"Low","Education","MediumGPA","LowModerate",6
1134,8.4,0.8,6.2,1.7,6.9,3.12,"High","Arts & Sciences","MediumGPA","High",5
1135,7.1,0.9,5.1,5.3,5.6,3.05,"High","Arts & Sciences","MediumGPA","High",6
1136,6.7,0,8.4,5,3.9,3.05,"Moderate","Arts & Sciences","MediumGPA","LowModerate",6
1137,5.7,0.6,9,3.7,5,2.88,"Low","Arts & Sciences","LowGPA","LowModerate",4
1138,6.5,1.5,8.8,4.9,2.3,2.88,"Moderate","Communication","LowGPA","LowModerate",4
1139,7,3.8,7,4.6,1.6,3.24,"Moderate","Medicine","MediumGPA","LowModerate",5
1140,9.5,0.3,9.7,3.7,0.8,3.42,"High","Communication","HighGPA","High",3
1141,9,0.8,9,4.4,0.8,3.37,"High","Arts & Sciences","HighGPA","High",7
1142,5.2,0.6,7.7,3.5,7,2.77,"Low","Communication","LowGPA","LowModerate",4
1143,8.2,0.1,9.8,0.3,5.6,3.37,"High","Medicine","HighGPA","High",2
1144,8.3,3.3,5.1,3.3,4,3.27,"High","Humanities","MediumGPA","High",9
1145,7.3,2,5.4,4.1,5.2,3.41,"High","Education","HighGPA","High",3
1146,7.4,0.6,8.2,1,6.8,3.11,"Moderate","Communication","MediumGPA","LowModerate",4
1147,9.4,2.5,5.8,5.8,0.5,3.25,"High","Medicine","MediumGPA","High",6
1148,8.1,1,9,4.8,1.1,3.22,"High","Communication","MediumGPA","High",6
1149,9.9,2,7.3,3.6,1.2,3.51,"High","Arts & Sciences","HighGPA","High",4
1150,7.7,0.4,7.1,5.1,3.7,2.94,"Moderate","Humanities","MediumGPA","LowModerate",3
1151,9.3,0.4,5.5,1.6,7.2,3.29,"High","Humanities","MediumGPA","High",8
1152,8.1,1.4,8.9,1.3,4.3,3.27,"High","Arts & Sciences","MediumGPA","High",5
1153,8.2,0.9,8.6,5.2,1.1,3.03,"High","Medicine","MediumGPA","High",6
1154,7.1,0.6,8.5,4.6,3.2,3.11,"Moderate","Education","MediumGPA","LowModerate",8
1155,5.5,2,9.1,5.6,1.8,2.95,"Low","Medicine","MediumGPA","LowModerate",5
1156,7.7,1.6,9.2,2.7,2.8,3.16,"Moderate","Arts & Sciences","MediumGPA","LowModerate",4
1157,7.4,2,9.2,4.5,0.9,2.77,"Moderate","Medicine","LowGPA","LowModerate",2
1158,7.5,2.3,6.2,4.8,3.2,2.93,"Moderate","Humanities","MediumGPA","LowModerate",7
1159,7.4,1.3,5.5,1.4,8.4,3.09,"High","Medicine","MediumGPA","High",5
1160,5.8,1.8,6.5,0.2,9.7,2.92,"Low","Humanities","MediumGPA","LowModerate",3
1161,6.6,2.2,7.8,2.1,5.3,3.09,"Moderate","Humanities","MediumGPA","LowModerate",4
1162,6.9,1,6.2,2.7,7.2,3.02,"Moderate","Medicine","MediumGPA","LowModerate",3
1163,8.8,0.8,8.5,0.1,5.8,3.61,"High","Humanities","HighGPA","High",5
1164,6.7,2.3,6,4.5,4.5,2.92,"Moderate","Medicine","MediumGPA","LowModerate",3
1165,5.3,3.4,6,5.2,4.1,3.06,"Low","Medicine","MediumGPA","LowModerate",2
1166,6.6,3.6,5.6,1.1,7.1,2.82,"High","Humanities","LowGPA","High",2
1167,7.5,0.3,6,5.7,4.5,3.11,"Moderate","Education","MediumGPA","LowModerate",6
1168,9.6,2.2,6.3,4.1,1.8,3.49,"High","Communication","HighGPA","High",4
1169,8.3,4,6.3,3.6,1.8,3.36,"High","Humanities","HighGPA","High",3
1170,7.5,1.2,5.8,1.7,7.8,3.25,"High","Communication","MediumGPA","High",10
1171,6.9,3,7.7,0.5,5.9,3.17,"Moderate","Humanities","MediumGPA","LowModerate",4
1172,8.2,3.2,7.3,1.9,3.4,3.2,"High","Arts & Sciences","MediumGPA","High",4
1173,5.5,3.5,8.9,1,5.1,2.3,"Low","Education","LowGPA","LowModerate",6
1174,8.1,3.8,7.9,2.3,1.9,3.72,"High","Communication","HighGPA","High",8
1175,5.3,0.3,5.9,0.2,12.3,2.97,"High","Arts & Sciences","MediumGPA","High",3
1176,5.7,3.3,5.8,1.8,7.4,3.04,"High","Communication","MediumGPA","High",5
1177,6.2,1.5,6.3,2.9,7.1,2.97,"Moderate","Education","MediumGPA","LowModerate",6
1178,5.3,0.6,5.3,3.8,9,2.79,"High","Communication","LowGPA","High",4
1179,5.3,3.3,7.6,3.2,4.6,2.55,"Low","Arts & Sciences","LowGPA","LowModerate",2
1180,6,1.3,8,1.3,7.4,2.95,"Moderate","Humanities","MediumGPA","LowModerate",6
1181,5.6,3.9,5.1,4.8,4.6,2.7,"High","Humanities","LowGPA","High",0
1182,5.7,0.6,8.5,3.9,5.3,3.05,"Low","Humanities","MediumGPA","LowModerate",3
1183,8.9,3.7,8.5,0.5,2.4,3.46,"High","Humanities","HighGPA","High",6
1184,6,0.3,8.5,2.4,6.8,2.81,"Moderate","Humanities","LowGPA","LowModerate",7
